,filename,user0,user1,user2,user3,user4,user5,user6,user7,user8,user9,user10,user11,user12,user13,user14,user15,user16,user17,user18,user19,user20,user21,user22,user23,user24,user25,user26,user27,user28,user29,user30,user31,user32,user33,user34,user35,user36,user37,user38,user39,user40,user41,user42,user43,user44,user45,user46,user47,user48,user49,user50,user51,user52,user53,user54,user55,user56,user57,user58,user59,user60,user61
49,snippet50,5.0,8.0,5.0,0.0,9.0,0.0,9.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,10.0,0.0,0.0,8.0,0.0,2.0,7.0,3.0,8.0,0.0,6.0,8.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.0,3.0,0.0,7.0,8.0,4.0,4.0,0.0,5.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,6.0
50,snippet51,6.0,8.0,7.0,0.0,9.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,3.0,5.0,10.0,0.0,0.0,9.0,0.0,5.0,8.0,9.0,9.0,0.0,6.0,8.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,1.0,8.0,3.0,0.0,8.0,9.0,4.0,5.0,0.0,5.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,6.0
51,snippet52,7.0,6.0,6.0,0.0,8.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,0.0,0.0,6.0,0.0,6.0,5.0,1.0,7.0,0.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,8.0,8.0,4.0,0.0,6.0,7.0,4.0,7.0,0.0,6.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,6.0
52,snippet53,6.0,4.0,7.0,0.0,6.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,10.0,6.0,4.0,0.0,0.0,7.0,0.0,7.0,6.0,2.0,8.0,0.0,5.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,4.0,10.0,5.0,0.0,5.0,7.0,4.0,8.0,0.0,9.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,7.0
53,snippet54,5.0,7.0,6.0,0.0,10.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,3.0,5.0,8.0,0.0,0.0,5.0,0.0,7.0,7.0,9.0,8.0,0.0,5.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,5.0,7.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,6.0
54,snippet55,6.0,7.0,8.0,0.0,7.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,3.0,6.0,9.0,0.0,0.0,4.0,0.0,8.0,8.0,9.0,8.0,0.0,5.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,3.0,10.0,4.0,0.0,8.0,5.0,6.0,5.0,0.0,5.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,6.0,6.0
55,snippet56,5.0,5.0,6.0,0.0,7.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,7.0,5.0,5.0,0.0,0.0,5.0,0.0,9.0,5.0,5.0,6.0,0.0,6.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,9.0,8.0,4.0,0.0,7.0,6.0,4.0,8.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,6.0
56,snippet57,7.0,5.0,4.0,0.0,8.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,7.0,6.0,4.0,0.0,0.0,7.0,0.0,8.0,6.0,3.0,7.0,0.0,5.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,7.0,4.0,0.0,6.0,5.0,6.0,8.0,0.0,6.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0
57,snippet58,5.0,8.0,9.0,0.0,10.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,6.0,7.0,10.0,0.0,0.0,8.0,0.0,8.0,6.0,1.0,10.0,0.0,7.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10.0,8.0,5.0,0.0,7.0,8.0,7.0,8.0,0.0,6.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,5.0
58,snippet59,3.0,4.0,2.0,0.0,8.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,2.0,0.0,8.0,4.0,3.0,8.0,0.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,3.0,3.0,0.0,5.0,3.0,4.0,5.0,0.0,8.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,4.0
59,snippet60,5.0,5.0,7.0,0.0,8.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,0.0,0.0,8.0,0.0,6.0,6.0,7.0,7.0,0.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,6.0,6.0,4.0,0.0,5.0,7.0,6.0,5.0,0.0,7.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,4.0
60,snippet61,8.0,8.0,8.0,0.0,5.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,8.0,6.0,10.0,0.0,0.0,2.0,0.0,7.0,6.0,5.0,9.0,0.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3.0,7.0,4.0,0.0,6.0,6.0,3.0,3.0,0.0,7.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,7.0
61,snippet62,6.0,7.0,8.0,0.0,7.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,0.0,0.0,8.0,0.0,5.0,5.0,6.0,8.0,0.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,4.0,6.0,3.0,0.0,6.0,5.0,5.0,8.0,0.0,7.0,0.0,10.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,6.0
62,snippet63,6.0,8.0,9.0,0.0,7.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,1.0,5.0,8.0,0.0,0.0,9.0,0.0,7.0,7.0,9.0,10.0,0.0,4.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,10.0,8.0,3.0,0.0,7.0,8.0,6.0,5.0,0.0,6.0,0.0,10.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,6.0
63,snippet64,9.0,7.0,8.0,0.0,8.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,10.0,5.0,8.0,0.0,0.0,6.0,0.0,6.0,6.0,3.0,10.0,0.0,6.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,9.0,9.0,6.0,0.0,7.0,6.0,6.0,10.0,0.0,8.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,9.0
64,snippet65,5.0,6.0,8.0,0.0,6.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,0.0,0.0,6.0,0.0,5.0,7.0,3.0,8.0,0.0,5.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,5.0,8.0,4.0,0.0,6.0,7.0,5.0,4.0,0.0,5.0,0.0,9.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,6.0
65,snippet66,7.0,3.0,10.0,0.0,5.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,6.0,5.0,3.0,0.0,0.0,4.0,0.0,5.0,4.0,1.0,8.0,0.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,8.0,6.0,3.0,0.0,5.0,7.0,6.0,8.0,0.0,8.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.0,6.0
66,snippet67,7.0,6.0,8.0,0.0,6.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,6.0,5.0,4.0,0.0,0.0,5.0,0.0,4.0,7.0,2.0,9.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,6.0,4.0,6.0,0.0,4.0,6.0,6.0,8.0,0.0,7.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,6.0
67,snippet68,8.0,6.0,8.0,0.0,7.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,6.0,5.0,2.0,0.0,0.0,3.0,0.0,4.0,5.0,4.0,8.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,3.0,5.0,0.0,6.0,5.0,6.0,5.0,0.0,8.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,5.0
68,snippet69,9.0,7.0,8.0,0.0,8.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,2.0,5.0,9.0,0.0,0.0,6.0,0.0,5.0,6.0,3.0,8.0,0.0,3.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,5.0,6.0,4.0,0.0,5.0,6.0,4.0,5.0,0.0,5.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,5.0
69,snippet70,8.0,8.0,8.0,0.0,6.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,3.0,5.0,9.0,0.0,0.0,7.0,0.0,7.0,7.0,5.0,9.0,0.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,9.0,8.0,4.0,0.0,7.0,5.0,8.0,4.0,0.0,5.0,0.0,10.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,6.0
70,snippet71,9.0,8.0,8.0,0.0,7.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,3.0,5.0,10.0,0.0,0.0,5.0,0.0,7.0,8.0,8.0,9.0,0.0,4.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,6.0,6.0,4.0,0.0,7.0,5.0,10.0,3.0,0.0,6.0,0.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,5.0
71,snippet72,7.0,7.0,8.0,0.0,8.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,2.0,6.0,10.0,0.0,0.0,7.0,0.0,8.0,8.0,8.0,9.0,0.0,4.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,7.0,5.0,6.0,0.0,7.0,4.0,9.0,9.0,0.0,6.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,10.0,5.0
72,snippet73,10.0,7.0,7.0,0.0,9.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,8.0,6.0,5.0,0.0,0.0,3.0,0.0,8.0,7.0,5.0,9.0,0.0,4.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,9.0,6.0,7.0,0.0,7.0,5.0,7.0,5.0,0.0,8.0,0.0,7.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,8.0
73,snippet74,4.0,3.0,1.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,4.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,1.0,1.0,6.0,0.0,3.0,1.0,1.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,3.0
74,snippet75,7.0,8.0,7.0,0.0,8.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,2.0,6.0,9.0,0.0,0.0,5.0,0.0,7.0,7.0,5.0,8.0,0.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,5.0,7.0,4.0,0.0,6.0,3.0,5.0,2.0,0.0,6.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,6.0
75,snippet76,9.0,4.0,6.0,0.0,7.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,0.0,0.0,8.0,0.0,8.0,6.0,5.0,6.0,0.0,3.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,8.0,6.0,3.0,0.0,7.0,2.0,7.0,6.0,0.0,5.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,7.0
76,snippet77,7.0,4.0,3.0,0.0,6.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,3.0,0.0,2.0,5.0,7.0,8.0,0.0,3.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,1.0,4.0,0.0,7.0,2.0,7.0,5.0,0.0,6.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,10.0,4.0
77,snippet78,9.0,7.0,6.0,0.0,7.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,6.0,7.0,10.0,0.0,0.0,7.0,0.0,7.0,6.0,8.0,9.0,0.0,3.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,4.0,5.0,5.0,0.0,8.0,3.0,6.0,7.0,0.0,8.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,8.0
78,snippet79,10.0,7.0,5.0,0.0,9.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,9.0,6.0,4.0,0.0,0.0,6.0,0.0,8.0,5.0,8.0,7.0,0.0,2.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,6.0,10.0,5.0,0.0,8.0,4.0,7.0,6.0,0.0,9.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,8.0
79,snippet80,7.0,6.0,6.0,0.0,7.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,0.0,0.0,4.0,0.0,5.0,6.0,5.0,6.0,0.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,5.0,7.0,7.0,0.0,6.0,3.0,9.0,7.0,0.0,8.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,7.0
80,snippet81,6.0,8.0,8.0,0.0,6.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,7.0,6.0,10.0,0.0,0.0,5.0,0.0,7.0,7.0,5.0,9.0,0.0,4.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,7.0,9.0,7.0,0.0,7.0,4.0,6.0,6.0,0.0,8.0,0.0,10.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,6.0
81,snippet82,9.0,7.0,6.0,0.0,5.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,0.0,0.0,6.0,0.0,7.0,5.0,8.0,7.0,0.0,3.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,2.0,7.0,6.0,0.0,6.0,5.0,8.0,6.0,0.0,6.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,6.0
82,snippet83,9.0,6.0,8.0,0.0,6.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,6.0,5.0,7.0,0.0,0.0,7.0,0.0,7.0,6.0,5.0,8.0,0.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,10.0,5.0,5.0,0.0,8.0,6.0,7.0,4.0,0.0,8.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,7.0
83,snippet84,10.0,7.0,8.0,0.0,7.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,9.0,5.0,6.0,0.0,0.0,10.0,0.0,7.0,5.0,8.0,8.0,0.0,5.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,10.0,10.0,2.0,0.0,7.0,6.0,8.0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,7.0
84,snippet85,4.0,6.0,4.0,0.0,6.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,7.0,5.0,4.0,0.0,0.0,5.0,0.0,4.0,6.0,3.0,6.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,1.0,7.0,2.0,0.0,6.0,3.0,8.0,5.0,0.0,7.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,7.0
85,snippet86,9.0,8.0,6.0,0.0,8.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,7.0,5.0,4.0,0.0,0.0,6.0,0.0,7.0,8.0,4.0,9.0,0.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,4.0,7.0,3.0,0.0,8.0,7.0,8.0,7.0,0.0,6.0,0.0,9.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,7.0
86,snippet87,10.0,5.0,10.0,0.0,9.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,4.0,6.0,7.0,0.0,0.0,8.0,0.0,4.0,7.0,2.0,8.0,0.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,3.0,7.0,3.0,0.0,6.0,6.0,9.0,7.0,0.0,6.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,6.0
87,snippet88,6.0,5.0,5.0,0.0,8.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,6.0,5.0,4.0,0.0,0.0,3.0,0.0,8.0,5.0,3.0,8.0,0.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,8.0,1.0,5.0,0.0,3.0,4.0,8.0,6.0,0.0,5.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,6.0
88,snippet89,9.0,8.0,6.0,0.0,7.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,2.0,6.0,5.0,0.0,0.0,5.0,0.0,5.0,6.0,9.0,8.0,0.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,6.0,3.0,6.0,0.0,5.0,5.0,6.0,5.0,0.0,5.0,0.0,10.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,4.0
89,snippet90,7.0,3.0,4.0,0.0,6.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,3.0,5.0,5.0,6.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,9.0,4.0,5.0,0.0,4.0,4.0,4.0,7.0,0.0,6.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,4.0
90,snippet91,10.0,7.0,9.0,0.0,6.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,7.0,6.0,10.0,0.0,0.0,7.0,0.0,5.0,4.0,8.0,9.0,0.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,4.0,5.0,5.0,0.0,5.0,4.0,8.0,6.0,0.0,6.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,5.0
91,snippet92,5.0,4.0,1.0,0.0,6.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0,3.0,0.0,6.0,5.0,3.0,7.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,5.0,2.0,3.0,0.0,4.0,2.0,6.0,4.0,0.0,7.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,5.0
92,snippet93,5.0,5.0,9.0,0.0,6.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,0.0,0.0,7.0,0.0,5.0,5.0,3.0,7.0,0.0,2.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,5.0,4.0,4.0,0.0,5.0,4.0,8.0,5.0,0.0,7.0,0.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,5.0
93,snippet94,10.0,6.0,3.0,0.0,6.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,8.0,9.0,3.0,0.0,0.0,3.0,0.0,6.0,6.0,9.0,8.0,0.0,3.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,8.0,3.0,4.0,0.0,6.0,5.0,9.0,7.0,0.0,8.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,8.0
94,snippet95,10.0,7.0,10.0,0.0,10.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,6.0,8.0,8.0,0.0,0.0,6.0,0.0,4.0,5.0,9.0,9.0,0.0,3.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,5.0,7.0,0.0,6.0,6.0,7.0,6.0,0.0,8.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,7.0
95,snippet96,7.0,3.0,6.0,0.0,6.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,0.0,0.0,7.0,0.0,5.0,5.0,7.0,8.0,0.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,9.0,4.0,4.0,0.0,5.0,4.0,5.0,7.0,0.0,7.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,7.0
96,snippet97,4.0,6.0,5.0,0.0,8.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,7.0,8.0,3.0,0.0,0.0,7.0,0.0,8.0,6.0,5.0,7.0,0.0,4.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,9.0,6.0,6.0,0.0,6.0,2.0,7.0,8.0,0.0,8.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,8.0
97,snippet98,8.0,8.0,9.0,0.0,7.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,7.0,9.0,9.0,0.0,0.0,6.0,0.0,9.0,6.0,9.0,10.0,0.0,4.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,8.0,7.0,8.0,0.0,7.0,5.0,6.0,7.0,0.0,8.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0
98,snippet99,6.0,6.0,3.0,0.0,5.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,5.0,0.0,0.0,5.0,0.0,6.0,6.0,6.0,8.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,5.0,4.0,0.0,6.0,4.0,7.0,5.0,0.0,6.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,5.0
99,snippet100,5.0,7.0,10.0,0.0,10.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,3.0,7.0,7.0,0.0,0.0,6.0,0.0,5.0,6.0,2.0,10.0,0.0,3.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,5.0,3.0,0.0,6.0,4.0,9.0,5.0,0.0,7.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0
